hotel,fecha,puntuacion,nombre,titulo,positivo,negativo
MalagaLaMerced,Escrito en 10 de diciembre de 2024,Sin puntuación,Jose,Muy bien,Muy bien la situación y el apartamento detallazo de bienvenida con agua y cápsulas de café y tapones para los oídos para el ruido que claro lo hacían los varenderos,Por poner algo las ventanas no quitan el ruido que entra de la calle
MalagaLaMerced,Escrito en 9 de diciembre de 2024,Sin puntuación,Carmen,"“Ubicacion y estado del apartamento muy buena, aunque un poco pequeño y ruidoso”","La ubicacion es excelente, el apartamento estaba limpio y muy fácil de hacer el check in. Tuvimos un problema con un objeto que nos dejamos en el apartamento y el personal fue muy rápido y amable.","Al abrir el sofá cama, no queda espacio para pasar a la zona del dormitorio y tienes que pasar por encima de la cama. Además de que nos pareció algo ruidoso"
MalagaLaMerced,Escrito en 7 de diciembre de 2024,Sin puntuación,Cristina,Fantástico,"La ubicación es estupenda. El apartamento estaba muy limpio. La forma de acceder al check in, cómoda y fácil. Abrimos la puerta con tan sólo acercar el móvil. El edificio tiene ascensor. La cama firme y cómoda para mi gusto.","Es una zona de tránsito de gente,  algo ruidosa. Pero a partir de la medianoche ya no hay tanto trasiego y ya no se oye nada."
MalagaLaMerced,Escrito en 4 de noviembre de 2024,Sin puntuación,Jose,“En general bien”,"La ubicación, estaba limpio y era cómodo",La aplicación para poder entrar en el apartamento no funcionaba
MalagaLaMerced,Escrito en 1 de agosto de 2024,Sin puntuación,Giulietti,Fantástico,"Limpio, bien distribuido","Alto el precio 
A la noche se escucha mucho la gente"
MalagaLaMerced,Escrito en 11 de agosto de 2023,Sin puntuación,M,Excepcional,Muy cómodo muy tranquilo todo yo y mi pareja estuvimos súper bien  y mi mascota también gracias,Aparcamiento muy difícil pero si arregla
MalagaLaMerced,Escrito en 29 de junio de 2023,Sin puntuación,Rosa,Excepcional,"Perfecta ubicación, limpio y cama súper cómoda",Todo genial
MalagaLaMerced,Escrito en 20 de junio de 2023,Sin puntuación,Luis,“incomoda por abuso de posicion dominante”,,"Se me cobro por un error en la reserva por lo cual debí pagar nuevamente, no obstante haber informado que se trataba de un error y no de cambio en la reserva. al solicitar que se considerara un cambio justificado de la reserva me respondieron que no era posible por falta de cupo, afirmación falsa, tal como quedo demostrado, lo que refleja un abuso de posición dominante."
MalagaLaMerced,Escrito en 29 de mayo de 2023,Sin puntuación,Rafael,Mal,,La cerradura del portal no abrió bien. Tuve que intentar varias veces metiendo los números del codigo. La gente en la calle se oía mucho después de las 12 de la noche y también algun otro inquilino. El agua de la ducha se salía hacia el suelo del baño porque el sumidero no desaguaba bien.
MalagaLaMerced,Escrito en 25 de mayo de 2023,Sin puntuación,Angeles,Mal,la situación.,"Me enviaron un link para hacer el enlace.
No funcionaba. Mesicen que lo haga al llegar. No funcionaba.
Tuve que esperar a una persona para que me abriera la puerta. iba muy cargada y no se molesto para ayudarme. Le dijo que no hay ascensor !! me contesta que si,pero no funciona.
se va sin decir adios.
La puntuación es de un cero ."
MalagaLaMerced,Escrito en 8 de mayo de 2023,Sin puntuación,Miguel,“No se lo aconsejo a nadie ruidos insoportable y mal olor”,La ubicación,"Falta de insonorizacioón del apartamento, ruidos insoportables de un almacén de vevidas desde la 6 de la mañana, olor de cañerías en el cuarto  de baño y no tener un teléfono donde llamar"
MalagaLaMerced,Escrito en 3 de mayo de 2023,Sin puntuación,Ana,“Todo genial”,"La habitación es muy bonita y funcional, me encantó el detalle de la cama y comederos para mascotas. La cocina tenía de todo. La forma de acceder con código es muy cómoda y la ubicación es ideal.","Un poco alto el precio, pero se entendía por las fechas que eran."
MalagaLaMerced,Escrito en 23 de febrero de 2023,Sin puntuación,Mónica,Aceptable,,No me gustó el ruido y que no había una segunda cama cñómoda
MalagaLaMerced,Escrito en 23 de enero de 2023,Sin puntuación,María,"“el apartamento está bien ubicado , limpio, yo tuve el problema del agua caliente, pero una vez k lo resuelvan , está bie”",buena ubicación,"no había agua caliente, se había estropeado la caldera y no fue posible arreglarlo durante mi estancia , que fue un fin de semana , me descontaron un 15%del precio por esto"
MalagaLaMerced,Escrito en 18 de enero de 2023,Sin puntuación,Ariza,“acogedor”,"la cocina, la habitación",el salón
MalagaLaMerced,Escrito en 22 de diciembre de 2025,Sin puntuación,Rocio,Muy bien,,
MalagaLaMerced,Escrito en 17 de octubre de 2025,Sin puntuación,Eduardo,Muy bien,,
MalagaLaMerced,Escrito en 7 de junio de 2025,Sin puntuación,Francisco,Muy bien,,
MalagaLaMerced,Escrito en 27 de enero de 2025,Sin puntuación,Francisco,Fantástico,,
MalagaLaMerced,Escrito en 31 de diciembre de 2024,Sin puntuación,Yolanda,Muy bien,,
MalagaLaMerced,Escrito en 25 de diciembre de 2024,Sin puntuación,Ruben,Muy bien,,
MalagaLaMerced,Escrito en 20 de agosto de 2024,Sin puntuación,Alejandro,Fantástico,,
MalagaLaMerced,Escrito en 16 de julio de 2024,Sin puntuación,Rosa,Bien,,
MalagaLaMerced,Escrito en 17 de junio de 2024,Sin puntuación,Massa,Muy bien,,
MalagaLaMerced,Escrito en 24 de mayo de 2024,Sin puntuación,Manuel,Bien,,
MalagaLaMerced,Escrito en 17 de diciembre de 2023,Sin puntuación,Diego,Muy bien,,
MalagaLaMerced,Escrito en 4 de noviembre de 2023,Sin puntuación,Ana,Fantástico,,
MalagaLaMerced,Escrito en 8 de mayo de 2023,Sin puntuación,Saavedra,Fantástico,,
MalagaLaMerced,Escrito en 27 de febrero de 2023,Sin puntuación,Marger2008,“excelente”,,
CordobaPatio,Escrito en 8 de enero de 2026,Sin puntuación,Yolanda,Fantástico,Todo muy bien,
CordobaPatio,Escrito en 7 de enero de 2026,Sin puntuación,Facundo,“Bien!”,"Todo bien, en orden y limpio.",
CordobaPatio,Escrito en 4 de enero de 2026,Sin puntuación,Santiago,Fantástico,El edificio y el entorno,Nada.aen especial
CordobaPatio,Escrito en 3 de enero de 2026,Sin puntuación,Sorkunde,Fantástico,"Camas muy cómodas. Edificio muy bonito, con una zona común donde se puede comer. Piscina.
Habitación cuádruple con baño ideal para familias.
Zona tranquila y cerca del centro.",Nos gustó todo.
CordobaPatio,Escrito en 3 de enero de 2026,Sin puntuación,Cindy,“Accequible”,La tranquilidad,El no acceso vehicular
CordobaPatio,Escrito en 29 de diciembre de 2025,Sin puntuación,Bona,Excepcional,"Lugar bonito, muy limpio, i buena atención del personal",
CordobaPatio,Escrito en 28 de diciembre de 2025,Sin puntuación,Eva,Muy bien,"La localización, cercano a plaza de Colon","La limpieza de las habitaciones, los colchones estaban manchados y había cabello en el suelo del baño y en el interior de las camas"
CordobaPatio,Escrito en 18 de diciembre de 2025,Sin puntuación,Isabel,Excepcional,Todo estuvo muy bien,
CordobaPatio,Escrito en 18 de diciembre de 2025,Sin puntuación,Moreno,Fantástico,"Me gustó mucho , el patio el decorado, la comodidad , todo en general",
CordobaPatio,Escrito en 16 de diciembre de 2025,Sin puntuación,Maria,Excepcional,Genial todo,"Nada, todo bien"
CordobaPatio,Escrito en 16 de diciembre de 2025,Sin puntuación,Andrés,Excepcional,"La ubicación, el espacio. La habitación una pasada.",Estaba todo muy limpio salvo un burruño de pelo en el suelo del baño. Se les debió pasar.
CordobaPatio,Escrito en 16 de diciembre de 2025,Sin puntuación,Andrea,“Sorprendida para bien”,"Sitio moderno, decorado con mucho gusto. Camas cómodas y personal atento. Es un plus que la llave sea un código porque da más rapidez a la hora del check in y check out. Muy buena experiencia.",No pude regular la temperatura de la habitación y pasamos calor.
CordobaPatio,Escrito en 15 de diciembre de 2025,Sin puntuación,Sergio,Excepcional,"Excelentes instalaciones, super cómodo",No tengo nada para decir
CordobaPatio,Escrito en 15 de diciembre de 2025,Sin puntuación,Laura,Muy bien,"El patio, la decoración, el nórdico súper calentito. Las instalaciones nuevas y muy cordobesas :)","Que el baño estuviera dentro de la habitación y que no hubiera cortinas en las literas (al menos en las de abajo), falta de privacidad... La entrada está en un callejón que, por la noche, no da mucha confianza."
CordobaPatio,Escrito en 13 de diciembre de 2025,Sin puntuación,Amparo,Muy bien,"Instalaciones muy nuevas. Ubicación muy céntrica. El desayuno tipo bufé es básico pero con fruta fresca, leche con opciones vegetales, zumo, dos tipos de pan muy buenos, cruasán, y fiambre.  bastante bueno para el precio de 6€.",
CordobaPatio,Escrito en 9 de diciembre de 2025,Sin puntuación,Rosa,Excepcional,Las instalaciones y la ubicación,
CordobaPatio,Escrito en 7 de diciembre de 2025,Sin puntuación,Diego,Muy bien,La ubicación y las instalaciones,El no decirle al resto de huéspedes el respeto para el descanso nocturno
CordobaPatio,Escrito en 4 de diciembre de 2025,Sin puntuación,Bemuse,Muy bien,La ubicación es bastante buena. Y las instalaciones muy cuidadas y limpias. El personal muy agradable.,"Lo único malo (aunque no es una cuestión del alojamiento) es que cuando estás en habitaciones para compartir la gente se olvida eso de no hacer ruido de noche.
Además sigo echando en falta el tema de la separación con cortinas en las camas en la mayoría de hosteles."
CordobaPatio,Escrito en 3 de diciembre de 2025,Sin puntuación,Diaz,“Buen hostal”,"El hostal es precioso, muy bonito, esta bien ubicado. Marina y todos los de la recepción super amables.","La segunda noche cuando llegué, la habitación olía inmundo, era por un huésped que no se bañaba e hizo que todo el cuarto oliera así. No es un tema del hostal pero a tener en cuenta. Me cambiaron de cuarto y en el otro habia un señor que convirtió su cama en un tendedero de ropa. En general temas de hostales y el hecho que no hubiera cortinas o algo para dar más privacidad le quita puntos"
CordobaPatio,Escrito en 2 de diciembre de 2025,Sin puntuación,Mohammed,Excepcional,"Excelente lugar, muy limpio, moderno, espacioso y con todos los servicios. Está ubicado en el centro de la ciudad, cerca de todo. También quiero agradecer al personal; son excepcionales, respetuosos y amables. Te sientes como en casa. Lo recomiendo ampliamente; es el mejor lugar disponible actualmente.",Todo es excelente
CordobaPatio,Escrito en 1 de diciembre de 2025,Sin puntuación,María,Muy bien,"El edificio antiguo es hermosísimo, muy bien decorado y mantenido. Me encantó. El personal muy amable.","El desayuno era regular, con pocas opciones."
CordobaPatio,Escrito en 28 de noviembre de 2025,Sin puntuación,Antonio,"“Lugar bonito, confortable y tranquilo cerca del centro.”","El lugar es como un convento reformado o algo así. Desde fuera sólo se ve una puerta. Hay que tocar el timbre y te abren. La recepción está dentro y el personal es muy muy amable. Hay una sala común con nevera donde puedes guardar tu comida y comer. Por la mañana ahí hacen el desayuno. Las habitaciones está bien, modernas, y las camas son cómodas, aunque no son muy grandes. La calle es muy tranquila.","El sitio está bien, pero por fuera no se ve más que una puerta, y no vimos el timbre, así que estuvimos un rato hasta que salió alguien. Pero fue despiste nuestro: llamen al timbre que les atenderán, son muy amables. Y otra cosa: las camas de arriba de las literas no tienen barandillas (o nosotros no las vimos), cuidado con los niños."
CordobaPatio,Escrito en 27 de noviembre de 2025,Sin puntuación,Mary,Excepcional,"Ambiente agradable, espacioso y tranquilo",Le faltaría algún lugar de apoyo en las habitaciones ( yo estuve en la de seis)
CordobaPatio,Escrito en 27 de noviembre de 2025,Sin puntuación,Carla,“Excelente!”,"Es súper lindo! La ubicación es súper cómoda, estás cerca caminando de todo! Las instalaciones son modernas y cómodas! Las habitaciones modernas, camas super cómodas, con baño dentro de la habitación! Hay un lugar para estar con mesas y sillas y muchísimas mesas y sillones por los pasillos. El personal muy buena onda! Me encantó!",Nada! Me gustó todo! Solo para comentar que el agua de la ducha se filtraba por abajo de la puerta y se mojaba el piso.
CordobaPatio,Escrito en 24 de noviembre de 2025,Sin puntuación,Vicente,Excepcional,"Lo que más me gustó es la amplitud de la habitación, las camas son cómodas y la ubicación está genial",Por poner alguna pega que tienes que dejar la habiatacion a las 11:00h y te la dan a las 15:00h
CordobaPatio,Escrito en 7 de septiembre de 2025,Sin puntuación,Bea,Fantástico,Muy buena ubicación.  Personal muy amable. La piscina es pequeña pero perfecta para refrescarse.,
CordobaPatio,Escrito en 6 de septiembre de 2025,Sin puntuación,Jonatan,Excepcional,"La ubicación a 15 minutos de la mezquita y la judería.. habitación familiar amplia y comoda.
La piscina con el calor que hace en Córdoba de lujo.
Check-in i check out facil y rapido con unas tablets que hay en la entrada del hotel.
El personal servicial y agradable. Repetiremos!!!",
CordobaPatio,Escrito en 6 de septiembre de 2025,Sin puntuación,Esther,Fantástico,"El espacio de la habitación,el personal de recepción, zonas comunes",.
CordobaPatio,Escrito en 2 de septiembre de 2025,Sin puntuación,Alicia,Excepcional,Trato del personal.,
CordobaPatio,Escrito en 2 de septiembre de 2025,Sin puntuación,Eva,Excepcional,"Personal La organización e información vía email fantasticaTodo el sistema que tienen de información y de utilizar una clave para entrar",Todo bien
CordobaPatio,Escrito en 2 de septiembre de 2025,Sin puntuación,Yomissma,“Una experiencia maravillosa 😊”,"El hostel me gusto mucho. La piscina aunque pequeña, estaba muy bien para refrescarse, deberían de limpiarla un poco más ya que todos los días había varios mechones de pelo, pero tenía una temperatura muy buena. Me gustó que hubiera zonas comunes con mesas, hamacas en el patio que podías llevar también a la piscina, el patio  estaba muy bien y por la noche la iluminación era maravillosa. Tenían varios microondas, una nevera y dos hervidores. Las habitaciones estaban muy bien, pero deberían poner una puerta en la zona del váter y la ducha, para que en las habitaciones mixtas los huéspedes tengan más intimidad para vestirse y podrían poner unas luces en el lavabo que se encienden independientemente para no molestar a los demás huéspedes cuando se encienden.
También deberían de limpiar alguna vez más al día porque una vez no es suficiente y contratar alguna persona más de limpieza, ya que me pareció ver que son dos personas pero no es suficiente y no les da tiempo a poder limpiar bien los rincones, taquillas y paredes de la ducha y baño. El personal es super majo, amable, resolutivo y te ayudaban siempre en todo lo que podían.","Que las camas no tuvieran cortinas para más intimidad y que solo pusieran dos rollos de papel pequeños, ya que faltaba siempre papel. Podrían poner más papel o rollos más grandes."
