hotel,fecha,puntuacion,nombre,titulo,positivo,negativo
BilbaoLaVieja,Escrito en 20 de enero de 2023,Sin puntuación,González,“Acogedor.. limpio..y todo muy nuevo”,Todo muy limpio . .me pusieron cama para el perro y 2 comederos todo un detalle,Nada todo muy 👍
BilbaoLaVieja,Escrito en 15 de enero de 2023,Sin puntuación,Gema,“una pena d e ubicación para un precioso apartamento”,"esta bastante nuevo, es pequeño pero tiene todo y muy limpio",la zona en la que está ubicada es peligrosa y no se aconseja ir de noche
BilbaoLaVieja,Escrito en 15 de enero de 2023,Sin puntuación,Irene,"“Todo genial, repetiría sin dudar.”",La ubicación y lo nuevo y limpio que estaba.,"El sofá cama estaba un poco vencido, causando que estuviese muy hundido por la parte central."
BilbaoLaVieja,Escrito en 26 de junio de 2024,Sin puntuación,Laura,Muy bien,,
BilbaoLaVieja,Escrito en 23 de junio de 2024,Sin puntuación,Isolina,Fantástico,,
BilbaoLaVieja,Escrito en 13 de mayo de 2024,Sin puntuación,María,Muy bien,,
BilbaoLaVieja,Escrito en 14 de abril de 2024,Sin puntuación,Maria,Fantástico,,
BilbaoLaVieja,Escrito en 14 de abril de 2024,Sin puntuación,David,Fantástico,,
BilbaoLaVieja,Escrito en 11 de abril de 2024,Sin puntuación,Raul,Muy bien,,
BilbaoLaVieja,Escrito en 31 de marzo de 2024,Sin puntuación,Antonio,Fantástico,,
BilbaoLaVieja,Escrito en 17 de marzo de 2024,Sin puntuación,Irune,Bien,,
BilbaoLaVieja,Escrito en 17 de marzo de 2024,Sin puntuación,Adriana,Bien,,
BilbaoLaVieja,Escrito en 5 de marzo de 2024,Sin puntuación,Carles,Fantástico,,
BilbaoLaVieja,Escrito en 2 de marzo de 2024,Sin puntuación,María,Fantástico,,
BilbaoLaVieja,Escrito en 2 de marzo de 2024,Sin puntuación,Nuria,Fantástico,,
BilbaoLaVieja,Escrito en 1 de marzo de 2024,Sin puntuación,Elena,Muy bien,,
BilbaoLaVieja,Escrito en 25 de febrero de 2024,Sin puntuación,Raquel,Bien,,
BilbaoLaVieja,Escrito en 23 de febrero de 2024,Sin puntuación,Nathalie,Muy bien,,
BilbaoLaVieja,Escrito en 14 de febrero de 2024,Sin puntuación,Marina,Muy bien,,
BilbaoLaVieja,Escrito en 4 de febrero de 2024,Sin puntuación,Jaimeavila14,Bien,,
BilbaoLaVieja,Escrito en 29 de enero de 2024,Sin puntuación,Isabel,Muy bien,,
BilbaoLaVieja,Escrito en 7 de enero de 2024,Sin puntuación,Juan,Fantástico,,
BilbaoLaVieja,Escrito en 2 de enero de 2024,Sin puntuación,Sara,Muy bien,,
BilbaoLaVieja,Escrito en 23 de diciembre de 2023,Sin puntuación,Juan,Fantástico,,
BilbaoLaVieja,Escrito en 5 de diciembre de 2023,Sin puntuación,Jose,Muy bien,,
BilbaoLaVieja,Escrito en 27 de noviembre de 2023,Sin puntuación,Daniel,Fantástico,,
BilbaoLaVieja,Escrito en 23 de noviembre de 2023,Sin puntuación,Anabel,Bien,,
BilbaoLaVieja,Escrito en 15 de noviembre de 2023,Sin puntuación,Silvia,Muy bien,,
BilbaoLaVieja,Escrito en 4 de enero de 2025,Sin puntuación,Alexander,Excepcional,,
BilbaoLaVieja,Escrito en 29 de noviembre de 2024,Sin puntuación,Imma,Excepcional,,
BilbaoLaVieja,Escrito en 10 de noviembre de 2024,Sin puntuación,Obl,Excepcional,,
BilbaoLaVieja,Escrito en 1 de noviembre de 2024,Sin puntuación,Jennifer,Excepcional,,
BilbaoLaVieja,Escrito en 27 de octubre de 2024,Sin puntuación,Alvaro,Excepcional,,
BilbaoLaVieja,Escrito en 9 de octubre de 2024,Sin puntuación,Madalen,Aceptable,,
BilbaoLaVieja,Escrito en 4 de octubre de 2024,Sin puntuación,Sergiu,Excepcional,,
BilbaoLaVieja,Escrito en 6 de septiembre de 2024,Sin puntuación,Ramirez,Excepcional,,
BilbaoLaVieja,Escrito en 29 de agosto de 2024,Sin puntuación,Melloul,Muy mal,,
BilbaoLaVieja,Escrito en 6 de agosto de 2024,Sin puntuación,Carmen,Excepcional,,
BilbaoLaVieja,Escrito en 16 de junio de 2024,Sin puntuación,Lopez,Excepcional,,
BilbaoLaVieja,Escrito en 4 de mayo de 2024,Sin puntuación,Andrea,Excepcional,,
BilbaoLaVieja,Escrito en 26 de abril de 2024,Sin puntuación,Paula,Excepcional,,
BilbaoLaVieja,Escrito en 10 de abril de 2024,Sin puntuación,Castro,Decepcionante,,
BilbaoLaVieja,Escrito en 12 de marzo de 2024,Sin puntuación,Victoria,Aceptable,,
BilbaoLaVieja,Escrito en 9 de marzo de 2024,Sin puntuación,Rubén,Excepcional,,
BilbaoLaVieja,Escrito en 3 de marzo de 2024,Sin puntuación,Garcia,Agradable,,
BilbaoLaVieja,Escrito en 18 de febrero de 2024,Sin puntuación,Jorge,Excepcional,,
BilbaoLaVieja,Escrito en 23 de diciembre de 2023,Sin puntuación,Marina,Excepcional,,
BilbaoLaVieja,Escrito en 9 de diciembre de 2023,Sin puntuación,Cristina,Excepcional,,
BilbaoLaVieja,Escrito en 19 de octubre de 2023,Sin puntuación,Oanca,Excepcional,,
BilbaoLaVieja,Escrito en 18 de septiembre de 2023,Sin puntuación,Ana,Aceptable,,
BilbaoLaVieja,Escrito en 14 de agosto de 2023,Sin puntuación,Adrielly,Excepcional,,
BilbaoLaVieja,Escrito en 6 de agosto de 2023,Sin puntuación,Juan,Decepcionante,,
BilbaoLaVieja,Escrito en 3 de agosto de 2023,Sin puntuación,Jaime,Excepcional,,
ValenciaAbastos,Escrito en 8 de enero de 2026,Sin puntuación,Luz,Fantástico,"Las instalaciones, la comodidad, la limpieza, la ubicación, la dotación",
ValenciaAbastos,Escrito en 17 de diciembre de 2025,Sin puntuación,Ana,“Muy bien”,,Capsulas para la cafetera
ValenciaAbastos,Escrito en 14 de diciembre de 2025,Sin puntuación,Claudia,Muy bien,La limpieza.,El colchón del sofá cama y que no había jabón en la ducha
ValenciaAbastos,Escrito en 4 de diciembre de 2025,Sin puntuación,Juanjo62,“Buen sitio para una noche”,"La ubicación, la cama y la limpieza",
ValenciaAbastos,Escrito en 4 de noviembre de 2025,Sin puntuación,Fuentes,Muy bien,Todo muy bien,Para aparcar está bastante mal y los parking cercanos son muy caros
ValenciaAbastos,Escrito en 20 de octubre de 2025,Sin puntuación,Karla,Muy bien,La decoración,
ValenciaAbastos,Escrito en 9 de octubre de 2025,Sin puntuación,María,Muy bien,la ubicación me encantó,
ValenciaAbastos,Escrito en 25 de septiembre de 2025,Sin puntuación,Genoveva,Fantástico,"Situación buena,cerca del centro tanto andando como en autobús.El apartamento fenomenal.","No me gusta tener que hacer todo tan impersonal(entrada y salida),solo a través de una pantalla."
ValenciaAbastos,Escrito en 24 de septiembre de 2025,Sin puntuación,Nuria,"“calidad precio, está bien.”","El alojamiento está muy bien en general, cómodo, con buena ubicación. 
Esta última vez que nos hemos quedado nos dieron un kit de bienvenida con cosas básicas como estropajo, balletas  y cosas de limpieza que se agradecen, ya que cogemos un apartamento.","Había algunos bichitos, pero supongo por la estación del año. 
El sofá si está algo sucio."
ValenciaAbastos,Escrito en 19 de septiembre de 2025,Sin puntuación,Victoria,“Muy buena”,Que es pet friendly,
ValenciaAbastos,Escrito en 9 de septiembre de 2025,Sin puntuación,Carmen,Muy bien,"Salón/Cocina
Colchon",
ValenciaAbastos,Escrito en 28 de agosto de 2025,Sin puntuación,Sol,“Aceptable”,La ubicación,"El aire acondicionado estaba sucio por dentro, tenia moho, al menos por la noche pasamos hasta frio teniendo todo cerrado. 
Se escuchaba mucho el ruido de una habitación a otra
En la habitación habia varias moscas pequeñas y las mesitas de noche estaban sucias. 
Pero el resto bien"
ValenciaAbastos,Escrito en 13 de agosto de 2025,Sin puntuación,Maria,Fantástico,Esta muy bien situado y fue una estancia muy agradable.,
ValenciaAbastos,Escrito en 31 de julio de 2025,Sin puntuación,Ignacio,“Placentera”,Estaba limpio y estaba bien equipado con respecto a lencería de cuartos y baños y equipos de cocina,El sofá cama era un poco incómodo porque se hundía.
ValenciaAbastos,Escrito en 20 de julio de 2025,Sin puntuación,Iris,“Alojamiento fácil usar”,La llegada autónoma es fácil y respondieron rápido,El sofá cama para dos personas es incómodo
ValenciaAbastos,Escrito en 20 de julio de 2025,Sin puntuación,Gertrudis,“Volveré cuando vuelva a Valencia!”,"La atención del personal, la limpieza y el regalo de agua, café y snack de bienvenida.No llegué a utilizar la ocina, porque la estancia fue muy corta, pero estaba muy completa y limpia. El colchón perfecto también. Hay un alquiler de bicicletas cerca. (Viajo muchísimo y llevo sin dar una puntuación tan alta desde hace siglos...).","Los alrededores: el personal de las cafeterías cercanas fue muy antipático, al final fui a comprar un refresco y desayuno al supermercado cercano. No recomiendo ir con coche, yo fui en taxi."
ValenciaAbastos,Escrito en 3 de julio de 2025,Sin puntuación,Pablo,“Agradable”,"El desayuno normalito en un bar cercano.No fué lo mejor del mundo..La ubicación está bastante bien. Hay una parada de autobus cerca de la puerta","la posibilidad de entrar antes de la hora,que no estaba disponible..."
ValenciaAbastos,Escrito en 27 de junio de 2025,Sin puntuación,Alicia,“Correcto”,Limpieza,"Ruidoso. El personal del apartamento recoge la ropa sucia a las 12 de la noche arrastrando  unos carros que hacen  un ruido espantoso. Nos despertaron todas las nochesEl colchon  no era muy comodo."
ValenciaAbastos,Escrito en 23 de junio de 2025,Sin puntuación,Javier,“Buen lugar”,"La estancia era agradable y limpia, amplia y cómoda.",El check in fue un poco complicado aunque nos ayudaron por teléfono.
ValenciaAbastos,Escrito en 10 de junio de 2025,Sin puntuación,Sebastian,Bien,La ubicación,Solicite en dos oportunidades las toallas porque éramos 5 personas y solo dejaron para tres.
ValenciaAbastos,Escrito en 1 de junio de 2025,Sin puntuación,Maria,Fantástico,"El apartamento estaba muy bien y el sitio tambien. Limpio, cama cómoda.  Al final por una noche me parece caro pero en comparación de otros este era el que estaba mejor de todos.",No me parece bien no poder entrar hasta las 15h y q luego tengas q dejarlo a las 11h. Podias entrar antes pero eran 15€ más
ValenciaAbastos,Escrito en 22 de mayo de 2025,Sin puntuación,Nuria,Fantástico,"El apartamento estaba muy limpio y bien ubicado, además te dejan un detalle y los productos de lavavajillas son individuales por alojamiento lo cual está muy bien. Además el personal es muy atento a cualquier problema que surja y responden rápido a las dudas.",Solo podría poner una pega y es que había un par de luces fundidas.
ValenciaAbastos,Escrito en 28 de abril de 2025,Sin puntuación,Natividad,"“Buena ubicación, limpio y nuevo.”","La ubicación es muy buena, el barrio tranquilo y con comercios alrededor. El alojamiento está muy limpio y bien equipado. Las estancias son amplias y con mucha iluminación. Tuvieron el detalle de darnos un pack de bienvenida con patatas, cápsulas de café y agua.","Nos dejaron entrar a las 15.00h, sin embargo para salir fue a las 11.00h. Desde mi punto fueron exigentes en este punto, les dijimos de entrar sobre las 13.30 y nos dijeron que teníamos que pagar 15 euros más, lo que me pareció excesivo, teniendo en cuenta el precio que tenía el alojamiento. Las camas no eran muy cómodas. El kit de limpieza me pareció escaso, podrían incluir más pastillas del lavavajillas."
ValenciaAbastos,Escrito en 8 de abril de 2025,Sin puntuación,Lucia,“Perfecto”,Sitio muy cerca del centro con todas las comodidades y todo el menaje necesario para una muy buena estancia,
ValenciaAbastos,Escrito en 12 de septiembre de 2023,Sin puntuación,Gonzlez,“Lo comentamos  con el siguiente aposento y dijimos que no había comparación”,La ubicación y lo extenso del piso,"Hay que mirar el peligro de los insectos, hormigas en el baño"
ValenciaAbastos,Escrito en 4 de septiembre de 2023,Sin puntuación,Silvia,“Correcto”,"El apartamento que reservé era superior con terraza y la verdad es que era más amplio de lo que imaginaba. Los muebles y en general todas las instalaciones están nuevos y la estancia fue muy práctica. Admiten mascotas y pusieron a mi perro una camita con platos y chuches, cosa que valoramos mucho. La ubicación no es súper céntrica pero el barrio es tranquilo. El proceso de check in/out fue muy sencillo y sin problemas.",Lo único que no me gustó es el olor a tuberías que salía del baño. Entiendo que será un problema de instalación pero el olor era muy desagradable y es la única pega que pondría al alojamiento.
ValenciaAbastos,Escrito en 26 de agosto de 2023,Sin puntuación,Cardoso,“Me lo pasé bien fon tranquilidad y privacidad”,"La atención al detalle, aunque no lo pedí me dejaron 2 cunas y la posibilidad de extender la estancia por 3 horas me vino bastante bien.","Para 2 noches de verano bien, de invierno puede que sea frio y oscuro."
ValenciaAbastos,Escrito en 20 de julio de 2023,Sin puntuación,Sara,Muy bien,El apartamento estaba muy bien equipado,Era un bajo
ValenciaAbastos,Escrito en 10 de julio de 2023,Sin puntuación,Martha,“Escapada corta pero buenísima.”,La ubicación y la limpieza. El precio bastante bueno para ser una reserva de último minuto.,"Que todo es online, a través de una plataforma, y que si necesitas consultar cualquier cosa hablas con un bot. En la oferta decía que se pagaba en el establecimiento, pero nos cargaron todo a la tarjeta que pusimos al reservar, no vino nadie a cobrarnos. Nos faltó un poco de contacto personal. El hecho que eramos varios, nos obligó a depender que cada uno metiera sus datos en la aplicación y hasta que no lo hiceran todos, no podías obtener la llave, un poco engorroso ese proceso, al igual que la reserva del parking que era extra pero sin embargo no nos dejaba generar código hasta pagarlo."
ValenciaAbastos,Escrito en 16 de junio de 2023,Sin puntuación,Piedrahita,Muy bien,el apartamento muy cómodo y limpio,en los baños se levanta mucho olor a  alcantarillado había que cerrar las puertas de los baños para  no oler
ValenciaAbastos,Escrito en 6 de junio de 2023,Sin puntuación,Linda,Muy bien,Muy cómodo y decorado de muy buen gusto. Todo muy limpio y no nos faltaba nada en la cocina. Detalles para la perrita 👍,Sólo teníamos una llave digital entre los 4.....a lo mejor una explicación más de cómo usar el sistema de interfono...estamos tan acostumbrados a usar una llave normal o una tarjeta😬
ValenciaAbastos,Escrito en 2 de junio de 2023,Sin puntuación,Jonathan,"“Limpio, tranquilo y céntrico”","La llegada fue bastante simple, el código que te envían por correo dos días antes y fuera. Tuvimos un problema con el código de acceso el segundo día aunque el servicio de Atencion al cliente nos lo resolvió bastante rápido. Viajamos con mascota y nos recibieron con una cama para el perro, dos cuencos para comida y agua y dos bolsas de chuches para el cachorro, todo magnífico. Volvería sin dudarlo","Ir a coche es complicado ya que aparcar es una odisea. Es una zona céntrica y el tráfico es horrible al igual que aparcar. Aunque de esto no tiene la culpa el alojamiento, volvería en trasporte, está bien comunicado."
ValenciaAbastos,Escrito en 6 de mayo de 2023,Sin puntuación,Viviana,“muy bueno calidad precio”,la ubicación,falto lavarropa
ValenciaAbastos,Escrito en 12 de abril de 2023,Sin puntuación,Albert,Bien,nuevos y limpios,poca ventilacions y ventanas
ValenciaAbastos,Escrito en 9 de abril de 2023,Sin puntuación,Ana,Muy bien,El detalle para la perrita,No ver personal
ValenciaAbastos,Escrito en 1 de abril de 2023,Sin puntuación,Beatriz,“Fallas con amigas”,"La accesibilidad al apartamento, te mandan un codigo y accedes sin tener que esperar a los dueños.
Está muy limpio y cuenta con todos los accesorios necesarios tanto de cocina como baño.","Hay que dejar el apartamento muy temprano, se debería ampliar el horario hasta las 12 o un poquito más si los huespedades lo necesitases. Las 11 es muy temprano."
ValenciaAbastos,Escrito en 21 de marzo de 2023,Sin puntuación,Mayramoreira,“Bastante bien.”,El barrio y la comodidad de acceso al apartamento.,Podría haber café y azúcar sin tener que pagarlos en un kit extra. Creo que vale la pena para mejor experiencia de cliente.
ValenciaAbastos,Escrito en 20 de marzo de 2023,Sin puntuación,Gemma,Fantástico,La ubicación era perfecta,
ValenciaAbastos,Escrito en 19 de marzo de 2023,Sin puntuación,Jaime,Muy bien,si mucho es ideal,
ValenciaAbastos,Escrito en 21 de febrero de 2023,Sin puntuación,Яна,Fantástico,Me encantó q el estudio estaba súper limpio y cuidado. Tb la ubicación 😍,Nos dejaron muy poco jabón en la ducha. Se nos acabó en 2 días y no pudimos contactar a nadie para q nos lo resuelven ya q en la página no había esa opción.
ValenciaAbastos,Escrito en 18 de febrero de 2023,Sin puntuación,Alexandra,Bien,"Limpio, funcional, tal como descrito, fácilmente accesible.",No iba el agua caliente.
ValenciaAbastos,Escrito en 16 de febrero de 2023,Sin puntuación,Cecilia,Muy bien,"Para lo que buscábamos, todo bien","El televisor en un lateral de la cama. Muy incómodo de mirar, era uno de los estudios, supongo que en otros espacios puede ser diferente 
La falta de cualquier cajón o mesilla para poder dejar algún efecto personal"
ValenciaAbastos,Escrito en 8 de febrero de 2023,Sin puntuación,Melvin,Fantástico,"Instalaciones muy cómodas, limpias y acogedoras, muy buena ubicación.",Que un momento no me cogia el pin de acceso y me lo tuvieron que cambiar
ValenciaAbastos,Escrito en 24 de enero de 2023,Sin puntuación,Margarita,Fantástico,"La ubicación es excelente, bien comunicado y se llega dando un paseo al centro. La decoración del apartamento y la luz natural que entra por los ventanales .lo hace muy agradable.",Esperaba que hubiera 2 camas en una de las habitaciones para que mis hijas durmieran juntas. Una durmió en el sofá.
ValenciaAbastos,Escrito en 22 de enero de 2023,Sin puntuación,Nurihache,“Buena estancia pero mal funcionamiento de la puerta principal.”,La cama era muy cómoda y el cuarto de baño muy amplio,No funcionaba el sistema de apertura de la puerta principal y teníamos que llamar por teléfono cada vez que queríamos entrar  para que nos abrieran la puerta.
ValenciaAbastos,Escrito en 16 de enero de 2023,Sin puntuación,Juana,“muy buena”,ubicación,el sofá cama incomodo
ValenciaAbastos,Escrito en 2 de enero de 2026,Sin puntuación,Rebeca,Agradable,Espacioso y ubicación. Es moderno y las camas cómodas. Te dejan 2 almohadas por persona.,"Lo peor la puerta del balcón de habitación de las niñas no cerraba y no tenía persianas por lo que era muy insegura.
Faltaba mobiliario, demasiado minimalista, resultando incomodo.. Solo unas perchas en cada habitación sin ninguna estantería y yodo quedaba a la vista e insuficiente para más de una noche. En la habitación grande Mesitas pequeñas que no cabe ni cargador y botella de agua. Y la de las niñas no tenía ni una mesa de apoyo.
En la cocina ningún armario o leña para guardar cosas."
ValenciaAbastos,Escrito en 28 de diciembre de 2025,Sin puntuación,Monserrat,“No repetiré el alojamiento”,,"Muy mal olor. Un baño enorme, pero con muy poca luz y sin ninguna estantería para dejar las cosas. El dormitorio muy pequeño, la tele en un lado de la cama no es el mejor sitio...."
ValenciaAbastos,Escrito en 20 de diciembre de 2025,Sin puntuación,Monica,“Por lo de más limpio y bonito”,Sí muy bonito,Que me dijieron que tenía aparcamiento u es mentira
ValenciaAbastos,Escrito en 27 de julio de 2024,Sin puntuación,Miguel,“Excelente”,El detalle de tener aire acondicionado tanto como en el salón como en habitaciones.,Nada.
ValenciaAbastos,Escrito en 15 de julio de 2024,Sin puntuación,Isis,“Buenas”,la ubicación es lo que mas nos gustó.,El sofa y la cama algo incomodos.
ValenciaAbastos,Escrito en 30 de junio de 2024,Sin puntuación,Miriam,Excepcional,"Inmueble bonito y moderno, comodo","Faltaban espejos, ibamos un grupo de 6 personas y una cama de matrimonio en el colchon tenia un hueco y era incomodo a la hora de dormir"
ValenciaAbastos,Escrito en 20 de junio de 2024,Sin puntuación,Sonia,Muy mal,,"Absolutamente NADA!!!..el apartamento en el que nos instalaron no sé correspondía con ninguna de las fotos que se muestran en Booking. Es engañosa la forma de alquiler, suponía haber alquilado un apartamento de 2 habitaciones y nos instalaron en un estudio que, por supuesto, no sale en ninguna de las fotos de publicidad, si lo hubiese visto desde luego no lo hubiera alquilado. Reclamamos y nadie se responsabilizó por lo que decidimos irnos. También reclamos que nos reembolsaran parte de lo abonado y tampoco lo gestionaron."
ValenciaAbastos,Escrito en 17 de junio de 2024,Sin puntuación,Aguiar,“Muy a gusto!”,"La habitación muy cómoda y muy limpia!
Muy cerca de todo en Valencia.
Colchón super confortable, la mini cocina es estupenda si quieres comer algo rápido y salir.
Los detalles de ambientador en el baño, botellas de agua, las papas y las cápsulas de café de bienvenida sin duda marcan la diferencia!
Volveremos seguro!!!",No hay quejas!
ValenciaAbastos,Escrito en 31 de mayo de 2024,Sin puntuación,Ferran,Agradable,,En la reserva decía que era un apartamento con terraza y en nuestro caso había un balcon de una habitación trasera. En las fotos de booking unicamente se observaba una unica foto de una terraza que daba a suponer que era esa y resulta ser que no.
ValenciaAbastos,Escrito en 30 de mayo de 2024,Sin puntuación,Carla,“Caro malo sucio”,Nada,No se correspondía a la foto anunciada. Habían manchas de regla en la cama.En ningún momento se dice que hay que pagar extra por una llave .Caro y malo en definitiva
ValenciaAbastos,Escrito en 25 de mayo de 2024,Sin puntuación,Ceballos,“Buens”,"Buenas ubicación, lindo y seguro el barrio",El colchón estaba muy vencido y usado. Pedí el cambio pero no tuve respuesta
ValenciaAbastos,Escrito en 21 de mayo de 2024,Sin puntuación,Yesika,“No es lo que esperaba”,El personal era rápido ayudando y contestando a las dudas.,"No era un apartamento, era una habitación  con una mini cocina, lo q daba al exterior era la puerta y una mini ventana que estaba pegada a la puerta y tanto la puerta como la ventana dan a un patio interior. Las fotos no se corresponden con el apartamento que me tocó. No había limpieza supongo que tendría que pedirla no lo sé, el cambio de toallas tuve que solicitarlo."
ValenciaAbastos,Escrito en 19 de mayo de 2024,Sin puntuación,Araceli,“Excepcional”,"Ubicación y limpieza, muy cómodo y amplio el apartamento, muy atentos y siempre al pendiente. La entrada con el móvil muy cómodo, seguro repetiremos en nuestra próxima visita a Valencia. Calidad precio muy buena",
ValenciaAbastos,Escrito en 16 de mayo de 2024,Sin puntuación,Scarlet,Excepcional,"El piso está exactamente 
Muy bonito y cómodo 
Impecable",Todo excelente
ValenciaAbastos,Escrito en 19 de abril de 2024,Sin puntuación,Ricardo,“Muy bien.”,Muy buena atención y la ubicación.,"Por las noches hay mal olor que sube por las tuberías de la ducha, dejamos correr el agua por unos instantes y así se aplacó el olor."
ValenciaAbastos,Escrito en 4 de abril de 2024,Sin puntuación,Monica,“EXCELENTE”,"Muy limpio, amplio y cerca del centro",
ValenciaAbastos,Escrito en 2 de abril de 2024,Sin puntuación,Leire,“Estancia familiar muy agradable”,Lo espacioso y cómodo que era.,La ducha...se salía bastante agua para afuera.
ValenciaAbastos,Escrito en 2 de abril de 2024,Sin puntuación,Maria,"“No coincide con su precio la calidad. Si hubiera sido avisada dela planta 0, de oscuridad y falta v”","Me ha gustado el baño limpio y un pac de bienvenida,",No me gusto la habitación con ventanas al patio interior. En las fotos sale muy luminosa y bonita. En realidad es oscura y pequeña. Como 10metros habitación y 10 para baño. Al abrir ventana me pareció inseguro en la planta 0. Sin abrir -falta el aire.
ValenciaAbastos,Escrito en 29 de marzo de 2024,Sin puntuación,Silvia,Excepcional,"La facilidad de acceso, la limpieza y la ubicación",
ValenciaAbastos,Escrito en 23 de marzo de 2024,Sin puntuación,Jhoselin,"“Incómodo, instalaciones un poco descuidadas”",La ubicación,"Que solicitamos una mejora en cuanto a seguridad y no llegó nadie en todo el fin de semana.Estuvimos con la puerta de la terraza abierta todo el fin de semana y la persiana no bajaba, terraza que era compartida con el piso de al lado y se accedía desde una de las habitaciones y si pasaba algo nadie se responsabilizaba, perdimos muchas hora en esperar a que llegara alguien a arreglarlo para que el último día nos dijeran que no llegaría nadie y no ofrecieran cambio ni solución Eso sin contar que tú no sabes quién está en el piso de al lado y que era un primer piso"
ValenciaAbastos,Escrito en 22 de marzo de 2024,Sin puntuación,Victor,Excepcional,"Muy buena ubicación, limpieza excelente. Personal muy amable. Totalmente equipado",
ValenciaAbastos,Escrito en 15 de marzo de 2024,Sin puntuación,Lucía,Excepcional,"Bien ubicado, limpio y cómodo",
ValenciaAbastos,Escrito en 11 de marzo de 2024,Sin puntuación,Marta,“MERECE LA PENA PARA UN FIN DE SEMANA”,"La ubicación es excelente. Está todo nuevo y muy limpio. La única pega es la dificultad para aparcar, aunque hay un parking a 200 metros.","Sólo una pequeña pega, al no haber armarios, sólo se puede colgar la ropa; falta alguna cajonera para poder poner ropa y no tener que dejarla dentro de la metala."
ValenciaAbastos,Escrito en 7 de marzo de 2024,Sin puntuación,Sara,Aceptable,....,"Es la tercera vez que escribo mi opinión en todas las consultas quee habéis hecho y veo que es en balde.
Una noche se fue la luz, había una avería en la bomba de presión, nos tocó esperar media hora en la calle a las 00:00 y se nos atendió bien. Una vez dentro volvió suceder lo mismo y mi pareja que es electricista lo arregló.
Ni unas gracias, ni un detalle, ni nada ..pero ya de antes pagamos por llevar perro y cuando pedí la cama de perro que por previo pago dejáis se me denegó. Gracias a que alguien de personal nos dió."
ValenciaAbastos,Escrito en 4 de marzo de 2024,Sin puntuación,Olivia,Excepcional,"Muy buena zona, apartamento amplio y comodo",
ValenciaAbastos,Escrito en 28 de febrero de 2024,Sin puntuación,Javier,“Apartamento ideal para una estancia en familia”,Apartamento espacioso,
ValenciaAbastos,Escrito en 27 de febrero de 2024,Sin puntuación,Veronica,Aceptable,"La ubicación perfecta, zona de muchos bares y restauración, cerca del centro. Apartamentos limpios y con todo lo necesario.","Pack de bienvenida solo para 2 personas cuando la reserva se hizo para  4 personas (la verdad esto es un plus que ponen , solo comentarlo).Lo que si tuvimos que llamar mucho, contratamos el parking con ellos, tanto para saber donde estaba el parking, como para dejarlo, pues nos dijeron que dejaban una tarjeta para salir y no fue así, tuvimos que volver a llamar para saber como salir del parking.Por otro lado en la noche se escucha un ruido que molesta, descubrimos que era el calentador que al estar en una pequeña habitación cerrada hace eco y se oye un zumbido.No estaría de más que dejaran unas mantas por si alguien necesita, solo estaba el edredón.La habitación de 2 camas si las abres no hay espacio para salir la persona que duerme dentro, muy pequeña esa habitación para usar las 2 camas individuales."
ValenciaAbastos,Escrito en 24 de julio de 2025,Sin puntuación,Magaly,Muy bien,,
ValenciaAbastos,Escrito en 19 de julio de 2025,Sin puntuación,Mireia,Muy bien,,
ValenciaAbastos,Escrito en 10 de julio de 2025,Sin puntuación,Francisco,Muy bien,,
ValenciaAbastos,Escrito en 8 de julio de 2025,Sin puntuación,Cristina,Muy bien,,
ValenciaAbastos,Escrito en 3 de julio de 2025,Sin puntuación,Rosa,Bien,,
ValenciaAbastos,Escrito en 23 de junio de 2025,Sin puntuación,Paula,Fantástico,,
ValenciaAbastos,Escrito en 16 de junio de 2025,Sin puntuación,Paulino,Fantástico,,
ValenciaAbastos,Escrito en 2 de junio de 2025,Sin puntuación,Maria,Muy bien,,
ValenciaAbastos,Escrito en 29 de mayo de 2025,Sin puntuación,José,Muy bien,,
ValenciaAbastos,Escrito en 11 de mayo de 2025,Sin puntuación,Sabina,Fantástico,,
ValenciaAbastos,Escrito en 30 de marzo de 2025,Sin puntuación,Montserrat,Fantástico,,
ValenciaAbastos,Escrito en 13 de marzo de 2025,Sin puntuación,Olga,Fantástico,,
ValenciaAbastos,Escrito en 13 de marzo de 2025,Sin puntuación,Iria,Fantástico,,
ValenciaAbastos,Escrito en 9 de marzo de 2025,Sin puntuación,Maria,Fantástico,,
ValenciaAbastos,Escrito en 15 de febrero de 2025,Sin puntuación,Maria,Muy bien,,
ValenciaAbastos,Escrito en 10 de febrero de 2025,Sin puntuación,Carrizo,Muy bien,,
ValenciaAbastos,Escrito en 8 de febrero de 2025,Sin puntuación,Lorena,Muy bien,,
ValenciaAbastos,Escrito en 27 de enero de 2025,Sin puntuación,Sánchez,"“Genial ubicación, espacio diáfano muy agradable, limpio y confortable. Repetiré si vuelvo a Valencia”",,
ValenciaAbastos,Escrito en 26 de diciembre de 2024,Sin puntuación,Ibertrasa,Fantástico,,
ValenciaAbastos,Escrito en 18 de diciembre de 2024,Sin puntuación,Montserrat,Fantástico,,
ValenciaAbastos,Escrito en 1 de noviembre de 2024,Sin puntuación,Samuel,Muy bien,,
ValenciaAbastos,Escrito en 25 de octubre de 2024,Sin puntuación,Patricia,Fantástico,,
ValenciaAbastos,Escrito en 2 de octubre de 2024,Sin puntuación,Jose,Fantástico,,
ValenciaAbastos,Escrito en 16 de septiembre de 2024,Sin puntuación,Fernando,Fantástico,,
